loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
2018-11-24 13:32:58.374 +0200,118,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.2509291667,-0.130462646484375,-0.09771728515625,-0.907867431640625
2018-11-24 13:32:58.435 +0200,119,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.3104721667,-0.0963897705078125,-0.103912353515625,-0.946319580078125
2018-11-24 13:32:58.495 +0200,120,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.3700141667,-0.1261749267578125,-0.0482025146484375,-0.95257568359375
2018-11-24 13:32:58.553 +0200,121,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.4295571667,-0.1324920654296875,-0.1106109619140625,-0.9852294921875
2018-11-24 13:32:58.612 +0200,122,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.4891001667,-0.1385650634765625,-0.076812744140625,-0.9933929443359376
2018-11-24 13:32:58.677 +0200,123,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.5486421667,-0.1638641357421875,-0.0554962158203125,-0.90325927734375
2018-11-24 13:32:58.731 +0200,124,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.6081851667,-0.126617431640625,-0.0443267822265625,-1.045547485351562
2018-11-24 13:32:58.791 +0200,125,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.6677271667,-0.1119232177734375,-0.0919952392578125,-1.001815795898438
2018-11-24 13:32:58.850 +0200,126,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.7272701667,-0.098785400390625,-0.0669708251953125,-1.000534057617188
2018-11-24 13:32:58.917 +0200,127,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.7868131667,-0.118896484375,-0.079132080078125,-0.97705078125
2018-11-24 13:32:58.970 +0200,128,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.8463551667,-0.1018218994140625,-0.07769775390625,-1.0184326171875
2018-11-24 13:32:59.029 +0200,129,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.9058981667,-0.11346435546875,-0.0798492431640625,-0.990997314453125
2018-11-24 13:32:59.089 +0200,130,1543059178.999882,60.184038039352906,24.82857006604301,9.526611,4.57,6,5.0,141868.9654401667,-0.075775146484375,-0.08514404296875,-0.9738616943359376
